time;X_value;Y_value;Z_value
1,2608;9,25148;-0,50519;7,17085
1,2628;9,05754;-0,50998;6,99368
1,267;8,63854;-0,53632;6,66566
1,2671;8,18124;-0,57941;6,3975
1,2684;7,93463;-0,60336;6,29694
1,2718;7,47014;-0,668;6,11737
1,278;6,71115;-0,89785;5,8947
1,278;6,71115;-0,89785;5,8947
1,278;6,56989;-0,95053;5,83485
1,279;6,44778;-0,99841;5,78457
1,2806;6,26582;-1,0463;5,6864
1,2833;6,15329;-1,07742;5,61936
1,285;6,12216;-1,09179;5,58824
1,2871;6,08864;-1,07264;5,56908
1,288;6,09582;-1,04869;5,59303
1,2899;6,17723;-0,97447;5,63133
1,2976;6,45497;-0,77814;5,73429
1,2976;6,45497;-0,77814;5,73429
1,2988;6,54834;-0,71349;5,76302
1,3005;6,72073;-0,60815;5,83006
1,3005;6,79735;-0,54589;5,84442
1,3024;6,92903;-0,44294;5,87076
1,3081;6,98649;-0,39506;5,90189
1,3081;7,0248;-0,33759;6,01202
1,3101;7,01283;-0,32323;6,1461
1,3108;7,00086;-0,3328;6,23469
1,3161;6,84284;-0,45491;6,73031
1,3161;6,82608;-0,48843;6,87636
1,3161;6,82608;-0,48843;6,87636
1,3184;6,81411;-0,56984;7,13015
1,3208;6,83087;-0,6273;7,24747
1,3252;6,84523;-0,74941;7,46295
1,3252;6,85241;-0,90264;7,58267
1,3265;6,83805;-0,97926;7,60422
1,3289;6,80692;-1,13728;7,60661
1,331;6,70397;-1,34319;7,54675
1,3391;6,40708;-1,78613;7,33606
1,3391;6,40708;-1,78613;7,33606
1,3391;6,34243;-1,91542;7,33127
1,3402;6,28258;-2,04232;7,36479
